,0
18843,5
18844,7
18845,7
18846,6
18847,0
18848,11
18849,10
18850,14
18851,5
18852,8
18853,13
18854,9
18855,13
18856,7
18857,2
18858,14
18859,7
18860,8
18861,18
18862,10
18863,19
18864,0
18865,2
18866,13
18867,17
18868,8
18869,8
18870,15
18871,7
18872,0
18873,13
18874,2
18875,14
18876,2
18877,8
18878,11
18879,18
18880,11
18881,7
18882,16
18883,2
18884,1
18885,1
18886,1
18887,6
18888,0
18889,18
18890,13
18891,12
18892,15
18893,4
18894,11
18895,18
18896,11
18897,9
18898,0
18899,7
18900,12
18901,4
18902,13
18903,15
18904,0
18905,2
18906,2
18907,0
18908,15
18909,16
18910,15
18911,6
18912,17
18913,7
18914,6
18915,3
18916,17
18917,4
18918,12
18919,6
18920,12
18921,18
18922,5
18923,8
18924,6
18925,7
18926,18
18927,13
18928,1
18929,7
18930,18
18931,11
18932,17
18933,5
18934,2
18935,4
18936,19
18937,4
18938,0
18939,14
18940,4
18941,17
18942,13
18943,9
18944,18
18945,10
18946,14
18947,10
18948,15
18949,1
18950,6
18951,0
18952,15
18953,12
18954,17
18955,15
18956,6
18957,16
18958,16
18959,0
18960,6
18961,5
18962,7
18963,2
18964,18
18965,17
18966,4
18967,16
18968,10
18969,7
18970,14
18971,15
18972,8
18973,18
18974,8
18975,6
18976,8
18977,8
18978,17
18979,2
18980,18
18981,11
18982,6
18983,19
18984,8
18985,4
18986,12
18987,0
18988,18
18989,18
18990,4
18991,6
18992,6
18993,12
18994,6
18995,15
18996,9
18997,12
18998,7
18999,1
19000,11
19001,0
19002,10
19003,10
19004,7
19005,12
19006,12
19007,10
19008,14
19009,4
19010,2
19011,14
19012,9
19013,8
19014,6
19015,9
19016,12
19017,18
19018,17
19019,11
19020,12
19021,14
19022,4
19023,17
19024,8
19025,18
19026,9
19027,15
19028,16
19029,12
19030,13
19031,14
19032,11
19033,16
19034,18
19035,2
19036,14
19037,0
19038,10
19039,12
19040,16
19041,5
19042,8
19043,2
19044,16
19045,10
19046,10
19047,15
19048,17
19049,8
19050,0
19051,10
19052,4
19053,0
19054,6
19055,15
19056,12
19057,5
19058,17
19059,2
19060,17
19061,7
19062,13
19063,1
19064,0
19065,17
19066,17
19067,1
19068,7
19069,4
19070,12
19071,1
19072,13
19073,7
19074,18
19075,8
19076,14
19077,12
19078,13
19079,15
19080,17
19081,3
19082,0
19083,0
19084,13
19085,15
19086,15
19087,6
19088,4
19089,7
19090,3
19091,14
19092,11
19093,1
19094,0
19095,8
19096,6
19097,12
19098,13
19099,19
19100,2
19101,11
19102,5
19103,18
19104,1
19105,2
19106,15
19107,11
19108,6
19109,13
19110,19
19111,15
19112,5
19113,18
19114,2
19115,12
19116,6
19117,1
19118,19
19119,12
19120,5
19121,7
19122,12
19123,19
19124,13
19125,6
19126,17
19127,1
19128,15
19129,11
19130,7
19131,8
19132,10
19133,9
19134,15
19135,11
19136,2
19137,12
19138,17
19139,4
19140,7
19141,0
19142,4
19143,1
19144,5
19145,0
19146,14
19147,18
19148,18
19149,7
19150,15
19151,9
19152,8
19153,11
19154,8
19155,4
19156,5
19157,10
19158,12
19159,10
19160,18
19161,11
19162,8
19163,12
19164,17
19165,18
19166,8
19167,17
19168,19
19169,17
19170,18
19171,4
19172,18
19173,19
19174,7
19175,12
19176,7
19177,18
19178,1
19179,19
19180,16
19181,5
19182,1
19183,15
19184,15
19185,17
19186,11
19187,1
19188,4
19189,1
19190,17
19191,15
19192,11
19193,10
19194,6
19195,18
19196,9
19197,16
19198,8
19199,11
19200,19
19201,15
19202,10
19203,17
19204,9
19205,6
19206,19
19207,15
19208,18
19209,15
19210,11
19211,4
19212,17
19213,19
19214,0
19215,0
19216,10
19217,2
19218,6
19219,7
19220,17
19221,17
19222,2
19223,10
19224,1
19225,14
19226,11
19227,19
19228,4
19229,5
19230,6
19231,11
19232,5
19233,11
19234,19
19235,2
19236,19
19237,17
19238,5
19239,4
19240,12
19241,13
19242,16
19243,14
19244,9
19245,6
19246,6
19247,6
19248,11
19249,6
19250,5
19251,5
19252,4
19253,4
19254,6
19255,2
19256,15
19257,11
19258,9
19259,9
19260,1
19261,17
19262,7
19263,10
19264,1
19265,9
19266,17
19267,2
19268,18
19269,17
19270,10
19271,8
19272,17
19273,4
19274,0
19275,0
19276,6
19277,19
19278,0
19279,9
19280,17
19281,2
19282,1
19283,1
19284,10
19285,17
19286,8
19287,0
19288,7
19289,11
19290,18
19291,10
19292,19
19293,4
19294,17
19295,14
19296,11
19297,18
19298,2
19299,9
19300,11
19301,1
19302,11
19303,18
19304,18
19305,14
19306,15
19307,14
19308,9
19309,19
19310,4
19311,5
19312,15
19313,18
19314,0
19315,10
19316,10
19317,13
19318,13
19319,19
19320,12
19321,18
19322,19
19323,11
19324,10
19325,9
19326,4
19327,5
19328,18
19329,14
19330,1
19331,17
19332,11
19333,1
19334,4
19335,19
19336,1
19337,18
19338,18
19339,6
19340,18
19341,7
19342,7
19343,6
19344,10
19345,14
19346,9
19347,7
19348,0
19349,12
19350,7
19351,15
19352,4
19353,17
19354,18
19355,9
19356,15
19357,13
19358,17
19359,15
19360,15
19361,18
19362,10
19363,12
19364,1
19365,0
19366,10
19367,6
19368,19
19369,7
19370,6
19371,13
19372,4
19373,13
19374,8
19375,10
19376,15
19377,2
19378,17
19379,5
19380,19
19381,14
19382,0
19383,5
19384,2
19385,7
19386,11
19387,6
19388,12
19389,18
19390,16
19391,5
19392,9
19393,2
19394,5
19395,1
19396,2
19397,7
19398,6
19399,15
19400,15
19401,5
19402,17
19403,14
19404,2
19405,7
19406,9
19407,9
19408,6
19409,19
19410,10
19411,17
19412,13
19413,1
19414,13
19415,10
19416,2
19417,17
19418,12
19419,10
19420,13
19421,12
19422,9
19423,8
19424,9
19425,4
19426,12
19427,9
19428,14
19429,11
19430,4
19431,14
19432,7
19433,17
19434,5
19435,4
19436,1
19437,1
19438,1
19439,15
19440,4
19441,5
19442,2
19443,18
19444,15
19445,9
19446,0
19447,0
19448,9
19449,7
19450,16
19451,18
19452,12
19453,7
19454,12
19455,4
19456,7
19457,15
19458,2
19459,10
19460,19
19461,1
19462,7
19463,5
19464,9
19465,17
19466,13
19467,16
19468,18
19469,5
19470,7
19471,5
19472,18
19473,13
19474,18
19475,2
19476,1
19477,15
19478,15
19479,19
19480,4
19481,6
19482,2
19483,10
19484,18
19485,1
19486,18
19487,0
19488,0
19489,17
19490,0
19491,7
19492,10
19493,4
19494,2
19495,9
19496,8
19497,18
19498,0
19499,12
19500,12
19501,4
19502,12
19503,18
19504,4
19505,10
19506,19
19507,5
19508,0
19509,16
19510,0
19511,15
19512,19
19513,11
19514,9
19515,11
19516,5
19517,11
19518,13
19519,6
19520,7
19521,19
19522,6
19523,13
19524,19
19525,10
19526,1
19527,6
19528,19
19529,18
19530,2
19531,6
19532,14
19533,8
19534,7
19535,2
19536,13
19537,16
19538,7
19539,0
19540,1
19541,5
19542,17
19543,17
19544,10
19545,5
19546,1
19547,9
19548,12
19549,17
19550,15
19551,4
19552,11
19553,5
19554,10
19555,1
19556,6
19557,9
19558,19
19559,9
19560,18
19561,1
19562,7
19563,18
19564,17
19565,13
19566,16
19567,2
19568,14
19569,2
19570,19
19571,2
19572,10
19573,13
19574,9
19575,4
19576,19
19577,17
19578,9
19579,4
19580,0
19581,2
19582,19
19583,15
19584,9
19585,13
19586,5
19587,19
19588,7
19589,7
19590,10
19591,16
19592,0
19593,8
19594,8
19595,6
19596,1
19597,1
19598,16
19599,0
19600,4
19601,0
19602,1
19603,7
19604,2
19605,14
19606,1
19607,18
19608,9
19609,2
19610,0
19611,5
19612,12
19613,9
19614,5
19615,4
19616,0
19617,15
19618,5
19619,7
19620,2
19621,12
19622,11
19623,19
19624,2
19625,14
19626,10
19627,7
19628,1
19629,6
19630,1
19631,15
19632,4
19633,12
19634,11
19635,5
19636,6
19637,10
19638,15
19639,12
19640,11
19641,16
19642,11
19643,1
19644,2
19645,7
19646,0
19647,10
19648,10
19649,14
19650,15
19651,17
19652,13
19653,1
19654,9
19655,14
19656,11
19657,6
19658,1
19659,19
19660,0
19661,19
19662,5
19663,15
19664,18
19665,17
19666,17
19667,18
19668,18
19669,2
19670,6
19671,10
19672,12
19673,1
19674,1
19675,9
19676,10
19677,19
19678,17
19679,6
19680,19
19681,15
19682,7
19683,5
19684,14
19685,19
19686,7
19687,13
19688,12
19689,6
19690,1
19691,17
19692,18
19693,13
19694,9
19695,1
19696,18
19697,7
19698,5
19699,6
19700,12
19701,9
19702,1
19703,2
19704,18
19705,19
19706,12
19707,5
19708,11
19709,2
19710,8
19711,2
19712,9
19713,11
19714,10
19715,19
19716,0
19717,10
19718,10
19719,5
19720,5
19721,5
19722,14
19723,6
19724,8
19725,11
19726,7
19727,17
19728,6
19729,17
19730,5
19731,5
19732,17
19733,6
19734,7
19735,11
19736,17
19737,1
19738,2
19739,10
19740,12
19741,11
19742,8
19743,1
19744,17
19745,2
19746,19
19747,11
19748,1
19749,11
19750,9
19751,2
19752,19
19753,7
19754,7
19755,17
19756,15
19757,2
19758,7
19759,17
19760,0
19761,12
19762,2
19763,1
19764,13
19765,8
19766,19
19767,7
19768,19
19769,17
19770,11
19771,5
19772,3
19773,8
19774,11
19775,6
19776,1
19777,12
19778,13
19779,1
19780,12
19781,15
19782,10
19783,8
19784,0
19785,0
19786,1
19787,9
19788,8
19789,11
19790,2
19791,14
19792,12
19793,4
19794,6
19795,10
19796,9
19797,10
19798,4
19799,10
19800,9
19801,15
19802,12
19803,0
19804,6
19805,11
19806,2
19807,0
19808,15
19809,1
19810,10
19811,5
19812,7
19813,16
19814,17
19815,1
19816,18
19817,13
19818,0
19819,19
19820,4
19821,3
19822,0
19823,6
19824,5
19825,16
19826,4
19827,7
19828,2
19829,7
19830,5
19831,12
19832,1
19833,7
19834,4
19835,7
19836,13
19837,10
19838,10
19839,5
19840,15
19841,9
19842,2
19843,1
19844,12
19845,7
19846,6
19847,1
19848,11
19849,4
19850,8
19851,1
19852,6
19853,4
19854,8
19855,11
19856,0
19857,17
19858,15
19859,17
19860,9
19861,0
19862,8
19863,6
19864,19
19865,13
19866,12
19867,7
19868,19
19869,8
19870,10
19871,18
19872,2
19873,17
19874,2
19875,17
19876,9
19877,18
19878,4
19879,18
19880,4
19881,14
19882,9
19883,18
19884,10
19885,15
19886,5
19887,7
19888,13
19889,13
19890,12
19891,15
19892,7
19893,4
19894,4
19895,15
19896,17
19897,8
19898,17
19899,1
19900,11
19901,2
19902,9
19903,10
19904,2
19905,7
19906,10
19907,11
19908,1
19909,8
19910,15
19911,5
19912,12
19913,7
19914,7
19915,2
19916,15
19917,19
19918,15
19919,0
19920,17
19921,15
19922,17
19923,7
19924,4
19925,11
19926,16
19927,5
19928,15
19929,5
19930,14
19931,18
19932,18
19933,18
19934,9
19935,2
19936,0
19937,18
19938,15
19939,9
19940,5
19941,0
19942,6
19943,3
19944,13
19945,15
19946,9
19947,8
19948,16
19949,18
19950,2
19951,6
19952,9
19953,9
19954,10
19955,12
19956,12
19957,3
19958,1
19959,4
19960,1
19961,10
19962,4
19963,2
19964,11
19965,16
19966,5
19967,6
19968,3
19969,9
19970,4
19971,5
19972,16
19973,6
19974,7
19975,10
19976,12
19977,12
19978,18
19979,17
19980,12
19981,7
19982,19
19983,18
19984,10
19985,12
19986,4
19987,15
19988,12
19989,0
19990,9
19991,17
19992,6
19993,10
19994,14
19995,12
19996,13
19997,9
19998,7
19999,18
20000,7
20001,12
20002,17
20003,6
20004,8
20005,8
20006,6
20007,2
20008,6
20009,0
20010,17
20011,9
20012,10
20013,15
20014,0
20015,6
20016,18
20017,6
20018,18
20019,8
20020,16
20021,1
20022,0
20023,5
20024,15
20025,17
20026,15
20027,10
20028,12
20029,14
20030,5
20031,13
20032,6
20033,13
20034,12
20035,18
20036,17
20037,9
20038,3
20039,11
20040,19
20041,5
20042,7
20043,0
20044,1
20045,12
20046,19
20047,4
20048,1
20049,1
20050,19
20051,6
20052,9
20053,12
20054,9
20055,4
20056,15
20057,14
20058,4
20059,9
20060,0
20061,6
20062,10
20063,4
20064,14
20065,16
20066,6
20067,11
20068,2
20069,10
20070,15
20071,7
20072,19
20073,12
20074,5
20075,7
20076,11
20077,13
20078,8
20079,1
20080,15
20081,11
20082,14
20083,0
20084,14
20085,18
20086,10
20087,1
20088,7
20089,19
20090,6
20091,0
20092,17
20093,2
20094,2
20095,18
20096,5
20097,19
20098,14
20099,12
20100,10
20101,5
20102,0
20103,1
20104,19
20105,1
20106,12
20107,17
20108,11
20109,5
20110,7
20111,10
20112,8
20113,0
20114,18
20115,13
20116,0
20117,9
20118,13
20119,16
20120,11
20121,7
20122,10
20123,5
20124,11
20125,10
20126,10
20127,8
20128,11
20129,9
20130,17
20131,18
20132,15
20133,17
20134,16
20135,17
20136,19
20137,17
20138,19
20139,4
20140,0
20141,9
20142,6
20143,13
20144,10
20145,18
20146,13
20147,14
20148,19
20149,11
20150,0
20151,11
20152,5
20153,4
20154,3
20155,8
20156,18
20157,17
20158,6
20159,6
20160,6
20161,2
20162,5
20163,16
20164,13
20165,5
20166,15
20167,11
20168,14
20169,4
20170,10
20171,7
20172,11
20173,4
20174,13
20175,0
20176,4
20177,1
20178,10
20179,1
20180,17
20181,14
20182,8
20183,13
20184,11
20185,11
20186,0
20187,1
20188,9
20189,2
20190,7
20191,10
20192,9
20193,12
20194,7
20195,15
20196,14
20197,17
20198,17
20199,19
20200,14
20201,15
20202,16
20203,15
20204,11
20205,13
20206,10
20207,8
20208,14
20209,1
20210,6
20211,11
20212,15
20213,2
20214,11
20215,1
20216,19
20217,17
20218,10
20219,17
20220,6
20221,4
20222,15
20223,0
20224,2
20225,6
20226,9
20227,4
20228,16
20229,9
20230,1
20231,11
20232,14
20233,19
20234,2
20235,7
20236,4
20237,5
20238,9
20239,17
20240,16
20241,5
20242,5
20243,1
20244,5
20245,5
20246,2
20247,19
20248,5
20249,1
20250,15
20251,4
20252,5
20253,11
20254,1
20255,6
20256,2
20257,14
20258,8
20259,8
20260,7
20261,15
20262,8
20263,0
20264,4
20265,4
20266,1
20267,0
20268,9
20269,19
20270,9
20271,5
20272,9
20273,13
20274,9
20275,2
20276,11
20277,18
20278,10
20279,0
20280,7
20281,11
20282,17
20283,18
20284,6
20285,18
20286,9
20287,19
20288,4
20289,18
20290,15
20291,8
20292,6
20293,0
20294,13
20295,18
20296,15
20297,7
20298,16
20299,2
20300,15
20301,11
20302,10
20303,9
20304,15
20305,4
20306,11
20307,1
20308,10
20309,10
20310,3
20311,1
20312,13
20313,15
20314,13
20315,19
20316,4
20317,16
20318,18
20319,2
20320,5
20321,18
20322,15
20323,17
20324,15
20325,8
20326,14
20327,2
20328,19
20329,4
20330,11
20331,8
20332,1
20333,12
20334,4
20335,12
20336,5
20337,11
20338,10
20339,12
20340,19
20341,7
20342,4
20343,4
20344,19
20345,11
20346,2
20347,9
20348,10
20349,6
20350,10
20351,8
20352,11
20353,7
20354,18
20355,17
20356,15
20357,1
20358,11
20359,4
20360,11
20361,7
20362,6
20363,5
20364,16
20365,15
20366,5
20367,10
20368,17
20369,11
20370,4
20371,4
20372,10
20373,5
20374,19
20375,17
20376,18
20377,7
20378,10
20379,1
20380,17
20381,1
20382,11
20383,6
20384,16
20385,9
20386,18
20387,1
20388,2
20389,0
20390,18
20391,10
20392,4
20393,7
20394,10
20395,16
20396,8
20397,12
20398,6
20399,15
20400,8
20401,4
20402,15
20403,11
20404,11
20405,14
20406,9
20407,6
20408,6
20409,7
20410,8
20411,18
20412,9
20413,12
20414,12
20415,7
20416,6
20417,10
20418,19
20419,8
20420,12
20421,12
20422,13
20423,12
20424,2
20425,13
20426,17
20427,19
20428,8
20429,3
20430,17
20431,5
20432,14
20433,0
20434,15
20435,0
20436,0
20437,12
20438,2
20439,0
20440,11
20441,18
20442,14
20443,18
20444,17
20445,11
20446,12
20447,12
20448,8
20449,2
20450,10
20451,7
20452,8
20453,7
20454,10
20455,0
20456,5
20457,18
20458,17
20459,15
20460,15
20461,0
20462,4
20463,11
20464,4
20465,8
20466,2
20467,14
20468,5
20469,11
20470,1
20471,14
20472,6
20473,8
20474,4
20475,11
20476,7
20477,0
20478,19
20479,14
20480,15
20481,4
20482,9
20483,17
20484,7
20485,9
20486,13
20487,19
20488,9
20489,2
20490,6
20491,6
20492,0
20493,17
20494,18
20495,6
20496,4
20497,15
20498,11
20499,19
20500,16
20501,6
20502,7
20503,17
20504,17
20505,17
20506,5
20507,12
20508,11
20509,5
20510,13
20511,11
20512,7
20513,5
20514,12
20515,10
20516,14
20517,0
20518,4
20519,19
20520,19
20521,0
20522,2
20523,19
20524,14
20525,8
20526,13
20527,6
20528,4
20529,18
20530,8
20531,13
20532,5
20533,18
20534,2
20535,17
20536,17
20537,11
20538,9
20539,0
20540,4
20541,15
20542,10
20543,5
20544,6
20545,13
20546,13
20547,7
20548,0
20549,0
20550,2
20551,16
20552,10
20553,14
20554,2
20555,7
20556,2
20557,7
20558,2
20559,7
20560,3
20561,11
20562,14
20563,11
20564,0
20565,9
20566,9
20567,19
20568,5
20569,15
20570,9
20571,19
20572,9
20573,15
20574,7
20575,17
20576,2
20577,10
20578,5
20579,0
20580,1
20581,2
20582,15
20583,12
20584,2
20585,8
20586,11
20587,18
20588,11
20589,5
20590,17
20591,2
20592,6
20593,2
20594,9
20595,9
20596,1
20597,11
20598,19
20599,9
20600,11
20601,2
20602,13
20603,12
20604,5
20605,5
20606,4
20607,15
20608,7
20609,19
20610,18
20611,7
20612,7
20613,6
20614,18
20615,12
20616,9
20617,11
20618,12
20619,17
20620,9
20621,15
20622,6
20623,7
20624,14
20625,5
20626,11
20627,8
20628,19
20629,5
20630,18
20631,17
20632,2
20633,5
20634,18
20635,19
20636,19
20637,13
20638,9
20639,2
20640,6
20641,13
20642,0
20643,9
20644,12
20645,14
20646,7
20647,9
20648,5
20649,18
20650,6
20651,8
20652,0
20653,12
20654,13
20655,1
20656,13
20657,19
20658,5
20659,1
20660,5
20661,7
20662,1
20663,9
20664,18
20665,2
20666,17
20667,7
20668,2
20669,13
20670,4
20671,10
20672,9
20673,18
20674,13
20675,9
20676,18
20677,9
20678,19
20679,5
20680,11
20681,12
20682,2
20683,19
20684,14
20685,14
20686,11
20687,16
20688,14
20689,15
20690,10
20691,4
20692,6
20693,6
20694,4
20695,6
20696,10
20697,0
20698,1
20699,11
20700,17
20701,0
20702,7
20703,10
20704,18
20705,12
20706,7
20707,17
20708,11
20709,14
20710,9
20711,11
20712,0
20713,6
20714,18
20715,10
20716,12
20717,5
20718,7
20719,18
20720,6
20721,6
20722,19
20723,1
20724,10
20725,8
20726,6
20727,2
20728,12
20729,7
20730,11
20731,4
20732,13
20733,8
20734,12
20735,11
20736,9
20737,10
20738,15
20739,2
20740,9
20741,2
20742,10
20743,6
20744,2
20745,0
20746,8
20747,5
20748,14
20749,3
20750,12
20751,0
20752,8
20753,0
20754,2
20755,16
20756,9
20757,19
20758,18
20759,4
20760,18
20761,5
20762,1
20763,14
20764,6
20765,7
20766,0
20767,18
20768,6
20769,15
20770,14
20771,14
20772,8
20773,18
20774,19
20775,7
20776,17
20777,5
20778,6
20779,13
20780,19
20781,12
20782,12
20783,6
20784,0
20785,5
20786,19
20787,12
20788,1
20789,16
20790,4
20791,12
20792,2
20793,13
20794,18
20795,6
20796,6
20797,9
20798,11
20799,0
20800,1
20801,10
20802,18
20803,11
20804,0
20805,4
20806,9
20807,5
20808,16
20809,17
20810,5
20811,10
20812,11
20813,1
20814,15
20815,17
20816,13
20817,14
20818,1
20819,5
20820,8
20821,14
20822,14
20823,2
20824,11
20825,1
20826,5
20827,19
20828,11
20829,16
20830,8
20831,15
20832,0
20833,9
20834,7
20835,1
20836,11
20837,7
20838,5
20839,0
20840,10
20841,6
20842,17
20843,14
20844,10
20845,4
20846,18
20847,2
20848,9
20849,11
20850,2
20851,1
20852,18
20853,12
20854,9
20855,8
20856,0
20857,6
20858,11
20859,13
20860,10
20861,10
20862,5
20863,19
20864,10
20865,11
20866,5
20867,15
20868,13
20869,1
20870,17
20871,9
20872,7
20873,9
20874,11
20875,2
20876,4
20877,12
20878,19
20879,10
20880,14
20881,17
20882,12
20883,7
20884,7
20885,18
20886,5
20887,11
20888,12
20889,8
20890,10
20891,11
20892,2
20893,18
20894,12
20895,18
20896,2
20897,7
20898,5
20899,5
20900,4
20901,8
20902,10
20903,4
20904,0
20905,3
20906,14
20907,8
20908,12
20909,18
20910,7
20911,12
20912,6
20913,4
20914,0
20915,2
20916,0
20917,0
20918,18
20919,8
20920,10
20921,9
20922,17
20923,18
20924,2
20925,17
20926,0
20927,9
20928,1
20929,1
20930,4
20931,9
20932,18
20933,17
20934,7
20935,0
20936,19
20937,1
20938,19
20939,0
20940,2
20941,12
20942,11
20943,14
20944,18
20945,10
20946,10
20947,7
20948,1
20949,1
20950,13
20951,11
20952,8
20953,11
20954,19
20955,15
20956,15
20957,0
20958,6
20959,15
20960,7
20961,18
20962,4
20963,8
20964,4
20965,8
20966,15
20967,8
20968,17
20969,5
20970,13
20971,7
20972,7
20973,15
20974,10
20975,10
20976,2
20977,12
20978,9
20979,13
20980,19
20981,10
20982,15
20983,7
20984,10
20985,4
20986,18
20987,13
20988,15
20989,1
20990,6
20991,6
20992,5
20993,9
20994,10
20995,7
20996,10
20997,14
20998,13
20999,13
21000,12
21001,14
21002,19
21003,2
21004,0
21005,19
21006,11
21007,14
21008,14
21009,2
21010,10
21011,12
21012,17
21013,13
21014,1
21015,5
21016,16
21017,8
21018,14
21019,15
21020,2
21021,2
21022,12
21023,5
21024,8
21025,17
21026,1
21027,5
21028,4
21029,4
21030,13
21031,6
21032,1
21033,11
21034,7
21035,7
21036,0
21037,9
21038,15
21039,8
21040,0
21041,12
21042,10
21043,15
21044,17
21045,5
21046,10
21047,12
21048,4
21049,12
21050,19
21051,6
21052,12
21053,8
21054,2
21055,8
21056,9
21057,8
21058,7
21059,4
21060,11
21061,6
21062,8
21063,9
21064,7
21065,0
21066,16
21067,17
21068,0
21069,5
21070,4
21071,1
21072,12
21073,6
21074,6
21075,15
21076,6
21077,1
21078,19
21079,19
21080,14
21081,17
21082,4
21083,6
21084,15
21085,14
21086,18
21087,12
21088,11
21089,1
21090,10
21091,2
21092,6
21093,4
21094,11
21095,11
21096,11
21097,12
21098,19
21099,9
21100,0
21101,12
21102,13
21103,10
21104,19
21105,18
21106,17
21107,11
21108,11
21109,5
21110,2
21111,5
21112,12
21113,12
21114,11
21115,2
21116,16
21117,0
21118,16
21119,8
21120,2
21121,5
21122,9
21123,9
21124,4
21125,11
21126,18
21127,1
21128,13
21129,9
21130,5
21131,15
21132,13
21133,16
21134,17
21135,15
21136,6
21137,8
21138,0
21139,9
21140,2
21141,17
21142,10
21143,0
21144,11
21145,6
21146,3
21147,13
21148,13
21149,6
21150,5
21151,12
21152,19
21153,4
21154,13
21155,10
21156,19
21157,9
21158,17
21159,1
21160,9
21161,5
21162,6
21163,19
21164,7
21165,8
21166,3
21167,18
21168,13
21169,16
21170,0
21171,1
21172,13
21173,2
21174,8
21175,0
21176,9
21177,19
21178,9
21179,0
21180,13
21181,9
21182,13
21183,11
21184,1
21185,2
21186,9
21187,7
21188,7
21189,13
21190,2
21191,8
21192,0
21193,2
21194,6
21195,12
21196,7
21197,2
21198,18
21199,16
21200,18
21201,0
21202,12
21203,19
21204,18
21205,6
21206,11
21207,7
21208,4
21209,10
21210,16
21211,7
21212,4
21213,5
21214,18
21215,4
21216,7
21217,3
21218,4
21219,7
21220,7
21221,10
21222,5
21223,6
21224,2
21225,17
21226,19
21227,7
21228,14
21229,10
21230,6
21231,9
21232,1
21233,13
21234,13
21235,15
21236,11
21237,12
21238,9
21239,16
21240,13
21241,17
21242,2
21243,17
21244,0
21245,10
21246,13
21247,11
21248,2
21249,8
21250,0
21251,11
21252,8
21253,11
21254,12
21255,1
21256,10
21257,7
21258,4
21259,2
21260,13
21261,11
21262,5
21263,6
21264,13
21265,1
21266,1
21267,17
21268,16
21269,4
21270,1
21271,19
21272,14
21273,17
21274,0
21275,15
21276,4
21277,0
21278,18
21279,12
21280,8
21281,1
21282,6
21283,10
21284,1
21285,17
21286,19
21287,8
21288,6
21289,13
21290,0
21291,0
21292,10
21293,11
21294,3
21295,18
21296,9
21297,12
21298,10
21299,8
21300,7
21301,15
21302,17
21303,11
21304,4
21305,10
21306,7
21307,4
21308,18
21309,9
21310,17
21311,2
21312,16
21313,14
21314,12
21315,2
21316,17
21317,17
21318,1
21319,19
21320,16
21321,5
21322,18
21323,17
21324,18
21325,14
21326,15
21327,19
21328,18
21329,18
21330,14
21331,15
21332,13
21333,2
21334,4
21335,0
21336,10
21337,1
21338,9
21339,13
21340,9
21341,17
21342,5
21343,10
21344,6
21345,1
21346,13
21347,2
21348,3
21349,4
21350,16
21351,18
21352,17
21353,6
21354,1
21355,10
21356,11
21357,18
21358,14
21359,8
21360,4
21361,10
21362,10
21363,9
21364,6
21365,0
21366,11
21367,1
21368,4
21369,12
21370,11
21371,19
21372,11
21373,0
21374,14
21375,10
21376,1
21377,1
21378,13
21379,12
21380,16
21381,17
21382,5
21383,14
21384,12
21385,15
21386,5
21387,14
21388,18
21389,19
21390,17
21391,8
21392,13
21393,10
21394,17
21395,10
21396,1
21397,19
21398,14
21399,0
21400,17
21401,18
21402,4
21403,15
21404,17
21405,5
21406,7
21407,8
21408,17
21409,9
21410,8
21411,6
21412,18
21413,2
21414,8
21415,1
21416,6
21417,13
21418,15
21419,12
21420,17
21421,0
21422,14
21423,7
21424,9
21425,13
21426,7
21427,4
21428,15
21429,11
21430,6
21431,0
21432,7
21433,6
21434,10
21435,19
21436,14
21437,17
21438,11
21439,12
21440,7
21441,6
21442,7
21443,1
21444,5
21445,12
21446,0
21447,18
21448,0
21449,11
21450,8
21451,12
21452,10
21453,5
21454,10
21455,12
21456,19
21457,9
21458,4
21459,18
21460,6
21461,9
21462,6
21463,1
21464,4
21465,5
21466,17
21467,0
21468,6
21469,12
21470,14
21471,7
21472,1
21473,8
21474,4
21475,19
21476,18
21477,6
21478,13
21479,10
21480,9
21481,2
21482,10
21483,14
21484,15
21485,0
21486,1
21487,1
21488,18
21489,16
21490,1
21491,11
21492,12
21493,12
21494,13
21495,18
21496,14
21497,2
21498,6
21499,5
21500,0
21501,15
21502,5
21503,19
21504,19
21505,6
21506,5
21507,2
21508,2
21509,6
21510,10
21511,15
21512,6
21513,6
21514,6
21515,10
21516,0
21517,7
21518,14
21519,0
21520,7
21521,1
21522,8
21523,19
21524,15
21525,17
21526,19
21527,7
21528,15
21529,19
21530,10
21531,4
21532,7
21533,4
21534,17
21535,6
21536,18
21537,11
21538,5
21539,9
21540,19
21541,14
21542,18
21543,11
21544,1
21545,10
21546,0
21547,17
21548,0
21549,11
21550,19
21551,0
21552,9
21553,6
21554,8
21555,4
21556,0
21557,11
21558,6
21559,9
21560,10
21561,15
21562,1
21563,17
21564,11
21565,13
21566,5
21567,19
21568,5
21569,5
21570,18
21571,13
21572,8
21573,17
21574,12
21575,7
21576,19
21577,9
21578,2
21579,2
21580,19
21581,4
21582,16
21583,10
21584,15
21585,6
21586,10
21587,7
21588,9
21589,4
21590,9
21591,10
21592,2
21593,4
21594,9
21595,6
21596,19
21597,6
21598,16
21599,4
21600,11
21601,11
21602,0
21603,18
21604,17
21605,17
21606,2
21607,11
21608,11
21609,19
21610,6
21611,15
21612,6
21613,12
21614,13
21615,12
21616,15
21617,17
21618,12
21619,6
21620,0
21621,16
21622,17
21623,7
21624,4
21625,15
21626,7
21627,8
21628,10
21629,13
21630,7
21631,6
21632,19
21633,11
21634,0
21635,13
21636,9
21637,8
21638,19
21639,5
21640,19
21641,11
